id,label,fold,seed,model_name,raw_logit,prob
TRAIN_0660,1,1,42,efficientnetv2_m_384_baseline,3.8027344,0.9781772
TRAIN_0661,0,1,42,efficientnetv2_m_384_baseline,-4.0859375,0.016529558
TRAIN_0664,1,1,42,efficientnetv2_m_384_baseline,4.15625,0.9845754
TRAIN_0666,0,1,42,efficientnetv2_m_384_baseline,-4.0351562,0.017375663
TRAIN_0668,0,1,42,efficientnetv2_m_384_baseline,-4.0976562,0.016340127
TRAIN_0672,1,1,42,efficientnetv2_m_384_baseline,3.7421875,0.97684664
TRAIN_0678,0,1,42,efficientnetv2_m_384_baseline,-4.0859375,0.016529558
TRAIN_0683,1,1,42,efficientnetv2_m_384_baseline,3.8984375,0.9801293
TRAIN_0686,0,1,42,efficientnetv2_m_384_baseline,-4.1953125,0.014842417
TRAIN_0689,0,1,42,efficientnetv2_m_384_baseline,-4.2734375,0.01374232
TRAIN_0690,0,1,42,efficientnetv2_m_384_baseline,-4.0820312,0.016593179
TRAIN_0693,1,1,42,efficientnetv2_m_384_baseline,3.6503906,0.97467697
TRAIN_0698,0,1,42,efficientnetv2_m_384_baseline,-4.3046875,0.013325147
TRAIN_0705,1,1,42,efficientnetv2_m_384_baseline,4.09375,0.983597
TRAIN_0706,0,1,42,efficientnetv2_m_384_baseline,-4.234375,0.014281933
TRAIN_0707,0,1,42,efficientnetv2_m_384_baseline,-3.9960938,0.018055335
TRAIN_0709,1,1,42,efficientnetv2_m_384_baseline,3.7597656,0.97724086
TRAIN_0714,0,1,42,efficientnetv2_m_384_baseline,-4.0742188,0.016721144
TRAIN_0719,1,1,42,efficientnetv2_m_384_baseline,3.6308594,0.97419035
TRAIN_0720,0,1,42,efficientnetv2_m_384_baseline,-3.9707031,0.018511046
TRAIN_0722,0,1,42,efficientnetv2_m_384_baseline,-4.25,0.0140636265
TRAIN_0724,0,1,42,efficientnetv2_m_384_baseline,-4.09375,0.016403032
TRAIN_0730,0,1,42,efficientnetv2_m_384_baseline,-4.3710938,0.0124797
TRAIN_0742,1,1,42,efficientnetv2_m_384_baseline,3.8828125,0.9798227
TRAIN_0747,1,1,42,efficientnetv2_m_384_baseline,4.0664062,0.98314995
TRAIN_0752,1,1,42,efficientnetv2_m_384_baseline,3.9863281,0.9817707
TRAIN_0753,1,1,42,efficientnetv2_m_384_baseline,4.2070312,0.9853279
TRAIN_0754,0,1,42,efficientnetv2_m_384_baseline,-4.2265625,0.014392336
TRAIN_0763,0,1,42,efficientnetv2_m_384_baseline,-4.21875,0.0145035805
TRAIN_0767,0,1,42,efficientnetv2_m_384_baseline,-4.28125,0.013636835
TRAIN_0774,1,1,42,efficientnetv2_m_384_baseline,3.6914062,0.9756698
TRAIN_0776,1,1,42,efficientnetv2_m_384_baseline,3.90625,0.9802808
TRAIN_0781,1,1,42,efficientnetv2_m_384_baseline,3.984375,0.98173577
TRAIN_0787,1,1,42,efficientnetv2_m_384_baseline,4.0585938,0.98302
TRAIN_0788,1,1,42,efficientnetv2_m_384_baseline,3.5644531,0.97246706
TRAIN_0789,0,1,42,efficientnetv2_m_384_baseline,-4.1679688,0.01524759
TRAIN_0794,1,1,42,efficientnetv2_m_384_baseline,3.8808594,0.979784
TRAIN_0799,1,1,42,efficientnetv2_m_384_baseline,3.828125,0.9787127
TRAIN_0800,1,1,42,efficientnetv2_m_384_baseline,4.2578125,0.9860443
TRAIN_0807,1,1,42,efficientnetv2_m_384_baseline,3.421875,0.9683812
TRAIN_0809,1,1,42,efficientnetv2_m_384_baseline,3.7324219,0.97662467
TRAIN_0812,0,1,42,efficientnetv2_m_384_baseline,-4.2695312,0.013795365
TRAIN_0817,1,1,42,efficientnetv2_m_384_baseline,3.4765625,0.9700135
TRAIN_0819,0,1,42,efficientnetv2_m_384_baseline,-3.9726562,0.018475594
TRAIN_0825,0,1,42,efficientnetv2_m_384_baseline,-3.9394531,0.019087434
TRAIN_0829,0,1,42,efficientnetv2_m_384_baseline,-4.4882812,0.011115014
TRAIN_0832,1,1,42,efficientnetv2_m_384_baseline,3.7363281,0.97671366
TRAIN_0834,0,1,42,efficientnetv2_m_384_baseline,-4.0859375,0.016529558
TRAIN_0837,1,1,42,efficientnetv2_m_384_baseline,3.6386719,0.9743861
TRAIN_0843,1,1,42,efficientnetv2_m_384_baseline,3.7832031,0.9777564
TRAIN_0845,1,1,42,efficientnetv2_m_384_baseline,4.0898438,0.9835338
TRAIN_0853,1,1,42,efficientnetv2_m_384_baseline,3.7382812,0.97675806
TRAIN_0861,0,1,42,efficientnetv2_m_384_baseline,-3.8496094,0.020844316
TRAIN_0864,1,1,42,efficientnetv2_m_384_baseline,3.2890625,0.96405166
TRAIN_0865,0,1,42,efficientnetv2_m_384_baseline,-4.0273438,0.01750956
TRAIN_0883,0,1,42,efficientnetv2_m_384_baseline,-3.9570312,0.018761085
TRAIN_0885,1,1,42,efficientnetv2_m_384_baseline,3.59375,0.97324073
TRAIN_0886,0,1,42,efficientnetv2_m_384_baseline,-4.4257812,0.011823393
TRAIN_0895,1,1,42,efficientnetv2_m_384_baseline,4.046875,0.98282325
TRAIN_0897,1,1,42,efficientnetv2_m_384_baseline,3.7597656,0.97724086
TRAIN_0900,1,1,42,efficientnetv2_m_384_baseline,4.296875,0.98657167
TRAIN_0905,0,1,42,efficientnetv2_m_384_baseline,-4.046875,0.01717671
TRAIN_0908,0,1,42,efficientnetv2_m_384_baseline,-3.9628906,0.018653521
TRAIN_0911,1,1,42,efficientnetv2_m_384_baseline,3.8144531,0.9784259
TRAIN_0912,1,1,42,efficientnetv2_m_384_baseline,3.8125,0.97838473
TRAIN_0916,0,1,42,efficientnetv2_m_384_baseline,-4.0664062,0.016850082
TRAIN_0942,1,1,42,efficientnetv2_m_384_baseline,4.0507812,0.9828892
TRAIN_0945,1,1,42,efficientnetv2_m_384_baseline,3.5878906,0.9730877
TRAIN_0957,0,1,42,efficientnetv2_m_384_baseline,-4.1914062,0.014899643
TRAIN_0966,0,1,42,efficientnetv2_m_384_baseline,-3.9042969,0.019756919
TRAIN_0969,0,1,42,efficientnetv2_m_384_baseline,-4.0429688,0.017242776
TRAIN_0970,0,1,42,efficientnetv2_m_384_baseline,-4.125,0.015906392
TRAIN_0979,0,1,42,efficientnetv2_m_384_baseline,-4.2070312,0.014672034
TRAIN_0982,1,1,42,efficientnetv2_m_384_baseline,3.7441406,0.9768908
TRAIN_0983,1,1,42,efficientnetv2_m_384_baseline,3.6171875,0.9738444
TRAIN_0986,0,1,42,efficientnetv2_m_384_baseline,-4.2226562,0.014447853
TRAIN_0988,0,1,42,efficientnetv2_m_384_baseline,-4.2460938,0.014117893
TRAIN_0991,0,1,42,efficientnetv2_m_384_baseline,-4.2265625,0.014392336
TRAIN_0001,1,2,42,efficientnetv2_m_384_baseline,3.9472656,0.98105836
TRAIN_0008,1,2,42,efficientnetv2_m_384_baseline,3.8691406,0.9795506
TRAIN_0013,1,2,42,efficientnetv2_m_384_baseline,4.0390625,0.9826909
TRAIN_0015,1,2,42,efficientnetv2_m_384_baseline,3.7265625,0.9764905
TRAIN_0017,0,2,42,efficientnetv2_m_384_baseline,-3.6542969,0.025226824
TRAIN_0024,0,2,42,efficientnetv2_m_384_baseline,-3.75,0.022977369
TRAIN_0032,0,2,42,efficientnetv2_m_384_baseline,-3.6601562,0.025083143
TRAIN_0033,1,2,42,efficientnetv2_m_384_baseline,3.625,0.9740426
TRAIN_0052,1,2,42,efficientnetv2_m_384_baseline,3.6503906,0.97467697
TRAIN_0054,1,2,42,efficientnetv2_m_384_baseline,3.7734375,0.97754294
TRAIN_0056,0,2,42,efficientnetv2_m_384_baseline,-3.7050781,0.024007749
TRAIN_0059,0,2,42,efficientnetv2_m_384_baseline,-3.5957031,0.026708465
TRAIN_0060,1,2,42,efficientnetv2_m_384_baseline,3.5136719,0.97107434
TRAIN_0062,0,2,42,efficientnetv2_m_384_baseline,-3.6171875,0.02615562
TRAIN_0067,1,2,42,efficientnetv2_m_384_baseline,3.9511719,0.9811307
TRAIN_0082,0,2,42,efficientnetv2_m_384_baseline,-3.6777344,0.024656855
TRAIN_0087,1,2,42,efficientnetv2_m_384_baseline,3.8457031,0.9790758
TRAIN_0096,0,2,42,efficientnetv2_m_384_baseline,-3.4921875,0.029535338
TRAIN_0105,1,2,42,efficientnetv2_m_384_baseline,3.7519531,0.97706646
TRAIN_0111,1,2,42,efficientnetv2_m_384_baseline,3.9140625,0.9804314
TRAIN_0116,0,2,42,efficientnetv2_m_384_baseline,-3.6210938,0.026056305
TRAIN_0121,1,2,42,efficientnetv2_m_384_baseline,3.9003906,0.9801673
TRAIN_0136,0,2,42,efficientnetv2_m_384_baseline,-3.9140625,0.019568674
TRAIN_0141,0,2,42,efficientnetv2_m_384_baseline,-3.5996094,0.02660711
TRAIN_0145,1,2,42,efficientnetv2_m_384_baseline,3.703125,0.9759464
TRAIN_0146,1,2,42,efficientnetv2_m_384_baseline,3.59375,0.97324073
TRAIN_0148,0,2,42,efficientnetv2_m_384_baseline,-3.7441406,0.023109278
TRAIN_0155,1,2,42,efficientnetv2_m_384_baseline,3.9765625,0.98159516
TRAIN_0157,0,2,42,efficientnetv2_m_384_baseline,-3.703125,0.024053553
TRAIN_0158,1,2,42,efficientnetv2_m_384_baseline,3.8203125,0.9785493
TRAIN_0166,1,2,42,efficientnetv2_m_384_baseline,4.0351562,0.98262435
TRAIN_0175,1,2,42,efficientnetv2_m_384_baseline,3.953125,0.9811669
TRAIN_0182,1,2,42,efficientnetv2_m_384_baseline,4.0390625,0.9826909
TRAIN_0186,0,2,42,efficientnetv2_m_384_baseline,-3.765625,0.0226292
TRAIN_0194,0,2,42,efficientnetv2_m_384_baseline,-3.5644531,0.02753294
TRAIN_0197,0,2,42,efficientnetv2_m_384_baseline,-3.8183594,0.021491766
TRAIN_0201,0,2,42,efficientnetv2_m_384_baseline,-3.4453125,0.030908957
TRAIN_0203,1,2,42,efficientnetv2_m_384_baseline,3.6445312,0.9745319
TRAIN_0208,1,2,42,efficientnetv2_m_384_baseline,3.8320312,0.97879386
TRAIN_0217,1,2,42,efficientnetv2_m_384_baseline,4.046875,0.98282325
TRAIN_0222,1,2,42,efficientnetv2_m_384_baseline,3.7636719,0.9773276
TRAIN_0225,1,2,42,efficientnetv2_m_384_baseline,3.8984375,0.9801293
TRAIN_0227,1,2,42,efficientnetv2_m_384_baseline,3.484375,0.97023994
TRAIN_0229,1,2,42,efficientnetv2_m_384_baseline,3.9335938,0.98080254
TRAIN_0230,1,2,42,efficientnetv2_m_384_baseline,3.9355469,0.98083925
TRAIN_0233,1,2,42,efficientnetv2_m_384_baseline,3.9101562,0.9803562
TRAIN_0244,1,2,42,efficientnetv2_m_384_baseline,3.6992188,0.9758546
TRAIN_0246,0,2,42,efficientnetv2_m_384_baseline,-3.6992188,0.024145423
TRAIN_0247,0,2,42,efficientnetv2_m_384_baseline,-3.671875,0.024798159
TRAIN_0260,0,2,42,efficientnetv2_m_384_baseline,-3.5039062,0.029201293
TRAIN_0262,0,2,42,efficientnetv2_m_384_baseline,-3.5019531,0.029256709
TRAIN_0274,0,2,42,efficientnetv2_m_384_baseline,-3.8378906,0.021084841
TRAIN_0289,0,2,42,efficientnetv2_m_384_baseline,-3.8613281,0.020606475
TRAIN_0296,0,2,42,efficientnetv2_m_384_baseline,-3.6621094,0.025035424
TRAIN_0299,0,2,42,efficientnetv2_m_384_baseline,-3.7089844,0.023916386
TRAIN_0300,0,2,42,efficientnetv2_m_384_baseline,-3.4277344,0.03143985
TRAIN_0309,1,2,42,efficientnetv2_m_384_baseline,3.7382812,0.97675806
TRAIN_0311,1,2,42,efficientnetv2_m_384_baseline,3.4355469,0.96879715
TRAIN_0319,1,2,42,efficientnetv2_m_384_baseline,3.78125,0.9777139
TRAIN_0320,0,2,42,efficientnetv2_m_384_baseline,-3.6640625,0.024987794
TRAIN_0332,0,2,42,efficientnetv2_m_384_baseline,-3.6425781,0.025516601
TRAIN_0334,1,2,42,efficientnetv2_m_384_baseline,3.7871094,0.9778412
TRAIN_0338,1,2,42,efficientnetv2_m_384_baseline,3.8789062,0.9797453
TRAIN_0343,0,2,42,efficientnetv2_m_384_baseline,-3.5742188,0.027272668
TRAIN_0346,0,2,42,efficientnetv2_m_384_baseline,-3.8417969,0.021004366
TRAIN_0359,0,2,42,efficientnetv2_m_384_baseline,-3.7910156,0.022074388
TRAIN_0362,1,2,42,efficientnetv2_m_384_baseline,3.8242188,0.97863114
TRAIN_0365,0,2,42,efficientnetv2_m_384_baseline,-3.6542969,0.025226824
TRAIN_0381,0,2,42,efficientnetv2_m_384_baseline,-3.7617188,0.022715757
TRAIN_0386,1,2,42,efficientnetv2_m_384_baseline,3.859375,0.979354
TRAIN_0388,0,2,42,efficientnetv2_m_384_baseline,-3.8359375,0.021125194
TRAIN_0391,0,2,42,efficientnetv2_m_384_baseline,-3.7773438,0.02237146
TRAIN_0408,0,2,42,efficientnetv2_m_384_baseline,-3.5332031,0.028382123
TRAIN_0410,1,2,42,efficientnetv2_m_384_baseline,3.8164062,0.9784671
TRAIN_0415,1,2,42,efficientnetv2_m_384_baseline,3.890625,0.97997653
TRAIN_0419,1,2,42,efficientnetv2_m_384_baseline,3.8828125,0.9798227
TRAIN_0422,1,2,42,efficientnetv2_m_384_baseline,3.7050781,0.9759923
TRAIN_0423,0,2,42,efficientnetv2_m_384_baseline,-3.5097656,0.029035643
TRAIN_0428,0,2,42,efficientnetv2_m_384_baseline,-3.6855469,0.024469672
TRAIN_0429,1,2,42,efficientnetv2_m_384_baseline,3.5117188,0.9710193
TRAIN_0436,0,2,42,efficientnetv2_m_384_baseline,-3.7109375,0.023870833
TRAIN_0438,0,2,42,efficientnetv2_m_384_baseline,-3.8554688,0.020725062
TRAIN_0440,1,2,42,efficientnetv2_m_384_baseline,4.1679688,0.98475236
TRAIN_0441,0,2,42,efficientnetv2_m_384_baseline,-3.59375,0.026759284
TRAIN_0455,0,2,42,efficientnetv2_m_384_baseline,-3.4511719,0.03073393
TRAIN_0456,1,2,42,efficientnetv2_m_384_baseline,3.6113281,0.97369474
TRAIN_0459,0,2,42,efficientnetv2_m_384_baseline,-3.5371094,0.0282746
TRAIN_0463,1,2,42,efficientnetv2_m_384_baseline,3.8984375,0.9801293
TRAIN_0465,0,2,42,efficientnetv2_m_384_baseline,-3.578125,0.027169233
TRAIN_0468,0,2,42,efficientnetv2_m_384_baseline,-3.7109375,0.023870833
TRAIN_0471,0,2,42,efficientnetv2_m_384_baseline,-3.5976562,0.02665774
TRAIN_0479,1,2,42,efficientnetv2_m_384_baseline,3.9433594,0.9809856
TRAIN_0480,1,2,42,efficientnetv2_m_384_baseline,3.8828125,0.9798227
TRAIN_0484,0,2,42,efficientnetv2_m_384_baseline,-3.7988281,0.021906365
TRAIN_0490,0,2,42,efficientnetv2_m_384_baseline,-3.4257812,0.031499382
TRAIN_0493,1,2,42,efficientnetv2_m_384_baseline,3.828125,0.9787127
TRAIN_0494,0,2,42,efficientnetv2_m_384_baseline,-3.7324219,0.023375314
TRAIN_0495,0,2,42,efficientnetv2_m_384_baseline,-3.6796875,0.024609927
TRAIN_0496,0,2,42,efficientnetv2_m_384_baseline,-3.3085938,0.035277545
TRAIN_0498,0,2,42,efficientnetv2_m_384_baseline,-3.6992188,0.024145423
TRAIN_0503,0,2,42,efficientnetv2_m_384_baseline,-3.8476562,0.020884216
TRAIN_0504,1,2,42,efficientnetv2_m_384_baseline,3.6425781,0.9744834
TRAIN_0505,1,2,42,efficientnetv2_m_384_baseline,3.5605469,0.9723622
TRAIN_0508,0,2,42,efficientnetv2_m_384_baseline,-3.8183594,0.021491766
TRAIN_0510,1,2,42,efficientnetv2_m_384_baseline,3.8007812,0.97813547
TRAIN_0516,1,2,42,efficientnetv2_m_384_baseline,3.84375,0.97903574
TRAIN_0517,0,2,42,efficientnetv2_m_384_baseline,-3.8613281,0.020606475
TRAIN_0521,0,2,42,efficientnetv2_m_384_baseline,-3.4980469,0.029367853
TRAIN_0522,1,2,42,efficientnetv2_m_384_baseline,3.6875,0.9755769
TRAIN_0549,1,2,42,efficientnetv2_m_384_baseline,3.7441406,0.9768908
TRAIN_0556,1,2,42,efficientnetv2_m_384_baseline,3.7128906,0.9761746
TRAIN_0558,0,2,42,efficientnetv2_m_384_baseline,-3.7382812,0.023241922
TRAIN_0579,0,2,42,efficientnetv2_m_384_baseline,-3.4980469,0.029367853
TRAIN_0584,1,2,42,efficientnetv2_m_384_baseline,3.5820312,0.9729338
TRAIN_0588,1,2,42,efficientnetv2_m_384_baseline,3.7402344,0.9768024
TRAIN_0594,1,2,42,efficientnetv2_m_384_baseline,3.6972656,0.9758085
TRAIN_0595,1,2,42,efficientnetv2_m_384_baseline,3.6933594,0.9757161
TRAIN_0606,1,2,42,efficientnetv2_m_384_baseline,3.4257812,0.9685006
TRAIN_0612,0,2,42,efficientnetv2_m_384_baseline,-3.5175781,0.028816197
TRAIN_0616,1,2,42,efficientnetv2_m_384_baseline,3.7558594,0.9771538
TRAIN_0622,0,2,42,efficientnetv2_m_384_baseline,-3.5566406,0.02774289
TRAIN_0634,1,2,42,efficientnetv2_m_384_baseline,3.8261719,0.9786719
TRAIN_0641,0,2,42,efficientnetv2_m_384_baseline,-3.5253906,0.02859836
TRAIN_0643,0,2,42,efficientnetv2_m_384_baseline,-3.5097656,0.029035643
TRAIN_0644,1,2,42,efficientnetv2_m_384_baseline,3.9589844,0.9812749
TRAIN_0645,0,2,42,efficientnetv2_m_384_baseline,-3.8242188,0.02136889
TRAIN_0646,0,2,42,efficientnetv2_m_384_baseline,-3.6640625,0.024987794
TRAIN_0648,1,2,42,efficientnetv2_m_384_baseline,3.7695312,0.9774571
TRAIN_0654,1,2,42,efficientnetv2_m_384_baseline,3.9804688,0.98166555
TRAIN_0657,1,2,42,efficientnetv2_m_384_baseline,3.8652344,0.97947216
TRAIN_0662,1,2,42,efficientnetv2_m_384_baseline,3.8261719,0.9786719
TRAIN_0667,1,2,42,efficientnetv2_m_384_baseline,3.7695312,0.9774571
TRAIN_0669,0,2,42,efficientnetv2_m_384_baseline,-3.875,0.020332353
TRAIN_0670,0,2,42,efficientnetv2_m_384_baseline,-3.8378906,0.021084841
TRAIN_0676,0,2,42,efficientnetv2_m_384_baseline,-3.7226562,0.023599295
TRAIN_0682,1,2,42,efficientnetv2_m_384_baseline,3.9023438,0.98020524
TRAIN_0684,0,2,42,efficientnetv2_m_384_baseline,-3.6992188,0.024145423
TRAIN_0685,1,2,42,efficientnetv2_m_384_baseline,3.7929688,0.97796774
TRAIN_0687,0,2,42,efficientnetv2_m_384_baseline,-3.7011719,0.024099445
TRAIN_0691,1,2,42,efficientnetv2_m_384_baseline,3.40625,0.9678993
TRAIN_0695,1,2,42,efficientnetv2_m_384_baseline,4.0273438,0.9824905
TRAIN_0710,1,2,42,efficientnetv2_m_384_baseline,3.7480469,0.9769787
TRAIN_0717,0,2,42,efficientnetv2_m_384_baseline,-3.8652344,0.020527788
TRAIN_0727,0,2,42,efficientnetv2_m_384_baseline,-3.5917969,0.026810195
TRAIN_0739,1,2,42,efficientnetv2_m_384_baseline,3.8457031,0.9790758
TRAIN_0740,0,2,42,efficientnetv2_m_384_baseline,-3.515625,0.028870905
TRAIN_0756,0,2,42,efficientnetv2_m_384_baseline,-3.578125,0.027169233
TRAIN_0759,0,2,42,efficientnetv2_m_384_baseline,-3.8222656,0.021409774
TRAIN_0760,1,2,42,efficientnetv2_m_384_baseline,3.9394531,0.9809125
TRAIN_0761,0,2,42,efficientnetv2_m_384_baseline,-3.4882812,0.029647512
TRAIN_0769,1,2,42,efficientnetv2_m_384_baseline,3.734375,0.9766692
TRAIN_0772,1,2,42,efficientnetv2_m_384_baseline,3.7089844,0.97608364
TRAIN_0773,0,2,42,efficientnetv2_m_384_baseline,-3.7011719,0.024099445
TRAIN_0778,0,2,42,efficientnetv2_m_384_baseline,-3.8027344,0.021822825
TRAIN_0782,1,2,42,efficientnetv2_m_384_baseline,3.7949219,0.97800976
TRAIN_0783,0,2,42,efficientnetv2_m_384_baseline,-3.4199219,0.031678624
TRAIN_0804,1,2,42,efficientnetv2_m_384_baseline,3.9121094,0.98039377
TRAIN_0805,0,2,42,efficientnetv2_m_384_baseline,-3.7578125,0.022802634
TRAIN_0808,0,2,42,efficientnetv2_m_384_baseline,-3.7167969,0.023734689
TRAIN_0816,1,2,42,efficientnetv2_m_384_baseline,3.6738281,0.975249
TRAIN_0820,1,2,42,efficientnetv2_m_384_baseline,3.7949219,0.97800976
TRAIN_0824,1,2,42,efficientnetv2_m_384_baseline,3.9257812,0.98065484
TRAIN_0828,0,2,42,efficientnetv2_m_384_baseline,-3.5644531,0.02753294
TRAIN_0835,0,2,42,efficientnetv2_m_384_baseline,-3.6015625,0.02655657
TRAIN_0842,1,2,42,efficientnetv2_m_384_baseline,3.6992188,0.9758546
TRAIN_0850,0,2,42,efficientnetv2_m_384_baseline,-3.9082031,0.019681409
TRAIN_0851,0,2,42,efficientnetv2_m_384_baseline,-3.6855469,0.024469672
TRAIN_0854,0,2,42,efficientnetv2_m_384_baseline,-3.9179688,0.019493869
TRAIN_0866,1,2,42,efficientnetv2_m_384_baseline,3.8535156,0.97923523
TRAIN_0874,1,2,42,efficientnetv2_m_384_baseline,3.578125,0.9728308
TRAIN_0876,1,2,42,efficientnetv2_m_384_baseline,3.7167969,0.9762654
TRAIN_0879,0,2,42,efficientnetv2_m_384_baseline,-3.5195312,0.02876159
TRAIN_0881,0,2,42,efficientnetv2_m_384_baseline,-3.859375,0.020645931
TRAIN_0887,1,2,42,efficientnetv2_m_384_baseline,3.8085938,0.9783019
TRAIN_0889,1,2,42,efficientnetv2_m_384_baseline,3.9550781,0.9812029
TRAIN_0891,1,2,42,efficientnetv2_m_384_baseline,3.6582031,0.9748691
TRAIN_0898,0,2,42,efficientnetv2_m_384_baseline,-3.5253906,0.02859836
TRAIN_0899,0,2,42,efficientnetv2_m_384_baseline,-3.8515625,0.020804489
TRAIN_0901,1,2,42,efficientnetv2_m_384_baseline,3.8925781,0.9800149
TRAIN_0906,1,2,42,efficientnetv2_m_384_baseline,3.4082031,0.96795994
TRAIN_0913,0,2,42,efficientnetv2_m_384_baseline,-3.5117188,0.028980628
TRAIN_0917,1,2,42,efficientnetv2_m_384_baseline,3.8007812,0.97813547
TRAIN_0918,1,2,42,efficientnetv2_m_384_baseline,3.8671875,0.9795115
TRAIN_0926,0,2,42,efficientnetv2_m_384_baseline,-3.8515625,0.020804489
TRAIN_0928,0,2,42,efficientnetv2_m_384_baseline,-3.2910156,0.035880692
TRAIN_0929,0,2,42,efficientnetv2_m_384_baseline,-3.6679688,0.0248928
TRAIN_0931,1,2,42,efficientnetv2_m_384_baseline,3.921875,0.9805807
TRAIN_0937,1,2,42,efficientnetv2_m_384_baseline,3.9492188,0.9810946
TRAIN_0944,1,2,42,efficientnetv2_m_384_baseline,3.5039062,0.97079873
TRAIN_0948,1,2,42,efficientnetv2_m_384_baseline,3.8085938,0.9783019
TRAIN_0951,1,2,42,efficientnetv2_m_384_baseline,3.4492188,0.9692078
TRAIN_0963,1,2,42,efficientnetv2_m_384_baseline,3.3066406,0.9646559
TRAIN_0968,0,2,42,efficientnetv2_m_384_baseline,-3.5332031,0.028382123
TRAIN_0977,0,2,42,efficientnetv2_m_384_baseline,-3.7675781,0.02258604
TRAIN_0980,1,2,42,efficientnetv2_m_384_baseline,3.5976562,0.97334224
TRAIN_0981,0,2,42,efficientnetv2_m_384_baseline,-3.53125,0.028436033
TRAIN_0985,0,2,42,efficientnetv2_m_384_baseline,-3.5488281,0.0279544
TRAIN_0995,0,2,42,efficientnetv2_m_384_baseline,-3.7636719,0.022672437
TRAIN_0999,0,2,42,efficientnetv2_m_384_baseline,-3.6445312,0.025468081
TRAIN_1000,0,2,42,efficientnetv2_m_384_baseline,-3.8339844,0.021165619
TRAIN_0006,1,3,42,efficientnetv2_m_384_baseline,3.5136719,0.97107434
TRAIN_0011,1,3,42,efficientnetv2_m_384_baseline,3.6796875,0.97539
TRAIN_0016,1,3,42,efficientnetv2_m_384_baseline,3.6015625,0.97344345
TRAIN_0019,1,3,42,efficientnetv2_m_384_baseline,3.578125,0.9728308
TRAIN_0020,0,3,42,efficientnetv2_m_384_baseline,-4.2929688,0.013480104
TRAIN_0022,0,3,42,efficientnetv2_m_384_baseline,-4.140625,0.01566365
TRAIN_0026,0,3,42,efficientnetv2_m_384_baseline,-4.25,0.0140636265
TRAIN_0031,0,3,42,efficientnetv2_m_384_baseline,-4.21875,0.0145035805
TRAIN_0035,0,3,42,efficientnetv2_m_384_baseline,-4.0,0.01798621
TRAIN_0038,1,3,42,efficientnetv2_m_384_baseline,3.5878906,0.9730877
TRAIN_0043,0,3,42,efficientnetv2_m_384_baseline,-4.0898438,0.016466172
TRAIN_0048,0,3,42,efficientnetv2_m_384_baseline,-4.1835938,0.015014747
TRAIN_0061,0,3,42,efficientnetv2_m_384_baseline,-4.046875,0.01717671
TRAIN_0069,0,3,42,efficientnetv2_m_384_baseline,-4.0859375,0.016529558
TRAIN_0080,0,3,42,efficientnetv2_m_384_baseline,-4.0859375,0.016529558
TRAIN_0083,0,3,42,efficientnetv2_m_384_baseline,-4.2070312,0.014672034
TRAIN_0088,1,3,42,efficientnetv2_m_384_baseline,3.6171875,0.9738444
TRAIN_0097,1,3,42,efficientnetv2_m_384_baseline,3.5234375,0.97134733
TRAIN_0098,0,3,42,efficientnetv2_m_384_baseline,-4.1054688,0.016215032
TRAIN_0101,1,3,42,efficientnetv2_m_384_baseline,3.5449219,0.9719393
TRAIN_0109,0,3,42,efficientnetv2_m_384_baseline,-3.9648438,0.018617803
TRAIN_0110,1,3,42,efficientnetv2_m_384_baseline,3.5703125,0.97262347
TRAIN_0114,1,3,42,efficientnetv2_m_384_baseline,3.6269531,0.97409195
TRAIN_0119,1,3,42,efficientnetv2_m_384_baseline,3.546875,0.9719925
TRAIN_0125,0,3,42,efficientnetv2_m_384_baseline,-4.0078125,0.017848738
TRAIN_0129,1,3,42,efficientnetv2_m_384_baseline,3.4921875,0.97046465
TRAIN_0134,1,3,42,efficientnetv2_m_384_baseline,3.5664062,0.9725193
TRAIN_0140,0,3,42,efficientnetv2_m_384_baseline,-4.0,0.01798621
TRAIN_0147,1,3,42,efficientnetv2_m_384_baseline,3.5449219,0.9719393
TRAIN_0149,1,3,42,efficientnetv2_m_384_baseline,3.5761719,0.9727791
TRAIN_0151,1,3,42,efficientnetv2_m_384_baseline,3.2910156,0.96411926
TRAIN_0169,0,3,42,efficientnetv2_m_384_baseline,-4.265625,0.013848611
TRAIN_0172,0,3,42,efficientnetv2_m_384_baseline,-4.0195312,0.017644463
TRAIN_0174,1,3,42,efficientnetv2_m_384_baseline,3.7070312,0.976038
TRAIN_0178,0,3,42,efficientnetv2_m_384_baseline,-3.8925781,0.019985154
TRAIN_0179,1,3,42,efficientnetv2_m_384_baseline,3.6484375,0.97462875
TRAIN_0183,0,3,42,efficientnetv2_m_384_baseline,-4.0859375,0.016529558
TRAIN_0184,0,3,42,efficientnetv2_m_384_baseline,-3.9570312,0.018761085
TRAIN_0187,0,3,42,efficientnetv2_m_384_baseline,-3.9550781,0.018797072
TRAIN_0195,0,3,42,efficientnetv2_m_384_baseline,-4.0429688,0.017242776
TRAIN_0196,0,3,42,efficientnetv2_m_384_baseline,-4.0625,0.016914913
TRAIN_0199,1,3,42,efficientnetv2_m_384_baseline,3.15625,0.9591543
TRAIN_0213,1,3,42,efficientnetv2_m_384_baseline,3.6308594,0.97419035
TRAIN_0215,1,3,42,efficientnetv2_m_384_baseline,3.4960938,0.97057647
